Open	High	Low	Close	Adj Close	Volume	change	ma5	ma10	ma20	v_ma5	v_ma10	v_ma20	symbol	company	list_date	v_change
0.16	0.18	0.16	0.17	0.17	761759	0.12	0.07	0.06	0.06	458451.8	361259.2	316077.1	CANN	"Heritage Cannabis Holdings Corp.
"	2018-01-10	303307.2
0.55	0.55	0.55	0.55	0.55	0	0.25	0.35	0.3	0.26	529.0	4162.5	3604.9	HGP	Heritage Global Inc.	2014-04-29	-529.0
0.26	0.26	0.25	0.25	0.25	110700	-2.5	2.7	3.4	4.04	22320.0	11170.0	5785.0	HC	"High Hampton Holdings Corp.
"	2017-09-15	88380.0
0.03	0.03	0.03	0.03	0.03	0	-0.1	0.11	0.12	0.12	0.0	0.0	2910.0	HHS	HiHo Silver Resources Inc.	2006-08-31	0.0
0.07	0.07	0.07	0.07	0.07	21000	0.05	0.03	0.03	0.03	4200.0	2100.0	9180.0	CYBX	"Hilltop Cybersecurity Inc.
"	2018-02-26	16800.0
0.38	0.38	0.38	0.38	0.38	0	0.34	0.1	0.07	0.06	49701.8	27039.7	18543.15	SIX	Hydro66 Holdings Corp. 	2018-06-13	-49701.8
0.04	0.04	0.04	0.04	0.04	248609	0.0	0.04	0.03	0.04	127697.4	403793.4	399557.35	HYPR	HyperBlock Inc.	2018-07-11	120911.6
5.91	5.99	5.84	5.9	5.9	173287	0.02	5.73	5.55	5.63	166542.8	170467.7	218708.2	IAN	iAnthus Capital Holdings Inc.	07-Se-16	6744.2
0.29	0.32	0.26	0.26	0.26	1079584	-0.12	0.37	0.4	0.44	1306392.2	1263554.4	1334495.9	WRLD	"ICC International Cannabis Corp.
"	2018-09-26	-226808.2
0.01	0.01	0.01	0.01	0.01	0	0.0	0.11	0.15	0.16	3860.0	1930.0	965.0	ITV	"ICTV Brands, Inc.
"	2014-04-21	-3860.0
0.1	0.1	0.1	0.1	0.1	0	0.0	0.1	0.11	0.11	0.0	53795.0	55931.35	ITKO	"Idaho Champion Gold Mines Canada Inc.
"	2018-09-27	0.0
0.06	0.06	0.06	0.06	0.06	50000	0.0	0.07	0.06	0.06	17800.0	14400.0	18541.8	IGN	IGEN Networks Corp.	2015-03-25	32200.0
0.12	0.12	0.1	0.12	0.12	896476	0.02	0.11	0.1	0.09	179361.8	93550.9	47140.45	IME	"Imagin Medical Inc.
"	2016-02-24	717114.2
0.08	0.1	0.08	0.1	0.1	87000	-0.16	0.19	0.22	0.28	22198.0	13189.0	22261.15	IP	"Imagination Park Entertainment Inc.
"	2016-05-09	64802.0
0.15	0.17	0.15	0.15	0.15	465400	0.01	0.14	0.14	0.16	188867.4	212804.6	349974.15	ISH	Inner Spirit Holdings Ltd.	2018-08-01	276532.6
0.05	0.05	0.05	0.05	0.05	0	0.0	0.05	0.05	0.05	0.0	24.7	112.35	INR	Innovative Properties Inc. 	2014-09-03	0.0
0.02	0.02	0.02	0.02	0.02	0	0.0	0.02	0.03	0.03	0.0	0.0	0.0	ISM	Inspiration Mining Corporation 	2016-02-05	0.0
0.42	0.47	0.41	0.46	0.46	310811	0.42	0.13	0.09	0.07	62162.4	31081.2	15556.95	ICAN	"Integrated Cannabis Company Inc.
"	2018-06-08	248648.6
0.08	0.08	0.08	0.08	0.08	13750	-1.08	0.85	0.91	1.12	5962.0	8910.2	6001.8	IEQ	IntellaEquity Inc.	2018-10-04	7788.0
0.2	0.22	0.18	0.18	0.18	45395	0.14	0.07	0.05	0.05	9079.0	4539.5	5769.75	IBAT	"International Battery Metals Ltd. 
"	2017-08-29	36316.0
0.08	0.1	0.08	0.1	0.1	714022	0.01	0.08	0.08	0.08	858359.8	541472.2	438724.55	JUJU	"International Cannabrands Inc.
"	2017-12-05	-144337.8
0.04	0.04	0.04	0.04	0.04	434794	0.0	0.04	0.04	0.04	127158.8	94634.4	146366.95	CO	"International Cobalt Corp.
"	2017-03-29	307635.2
1.94	1.94	1.86	1.87	1.87	102123	-0.04	1.89	1.85	1.75	62474.4	58739.2	52233.95	IRV	Irving Resources Inc. 	2015-12-23	39648.6
1.43	1.5	1.42	1.46	1.46	309638	-7.29	7.29	8.02	8.87	61927.6	30963.8	15509.9	ISOL	"Isodiol International Inc.
"	2017-06-09	247710.4
0.28	0.28	0.28	0.28	0.28	0	0.0	0.29	0.33	0.37	5000.0	7300.0	4400.0	IZO	Izotropic Corporation	2018-06-04	-5000.0
0.02	0.02	0.02	0.02	0.02	0	0.0	0.02	0.02	0.02	0.0	0.0	0.0	JEM	Jagercor Energy Corp.	2013-08-02	0.0
0.17	0.17	0.17	0.17	0.17	0	-0.06	0.22	0.27	0.31	3200.0	5120.0	15015.0	JBR	James Bay Resources Limited  	2014-10-30	-3200.0
0.06	0.06	0.06	0.06	0.06	0	-0.42	0.34	0.34	0.37	33540.0	33730.0	36520.15	KRI	Khan Resources Inc.	2012-05-14	-33540.0
0.28	0.29	0.28	0.28	0.28	69985	0.08	0.24	0.27	0.29	14977.0	8848.5	8349.25	KBEV	"Koios Beverage Corp.
"	2018-05-01	55008.0
0.64	0.66	0.64	0.65	0.65	3000	0.6	0.18	0.12	0.09	9050.0	20225.0	31804.8	KNR	"Kontrol Energy Corp.
"	2016-08-09	-6050.0
0.06	0.06	0.06	0.06	0.06	0	0.0	0.07	0.07	0.07	1100.0	15499.5	13648.85	ZNK	"Kootenay Zinc Corp.
"	2016-10-05	-1100.0
0.01	0.01	0.0	0.0	0.0	16000	-0.04	0.03	0.03	0.03	70126.6	165852.4	196148.65	KWG	KWG Resources Inc.	2009-12-31	-54126.6
0.06	0.06	0.06	0.06	0.06	0	0.0	0.06	0.06	0.06	0.0	2700.0	2400.0	LAI	La Imperial Resources Inc.	2007-12-14	0.0
0.16	0.16	0.16	0.16	0.16	0	0.0	0.16	0.16	0.18	0.0	0.0	104.15	LLL	Lanebury Growth Capital Ltd. 	2017-11-21	0.0
0.06	0.06	0.06	0.06	0.06	0	-0.84	0.65	0.47	0.27	4500.0	82870.0	169490.0	LLP	"LeanLife Health Inc.
"	2018-01-15	-4500.0
0.0	0.17	0.17	0.17	0.17	0	0.0	0.17	0.17	0.17	0.0	0.0	0.0	LEGN	Legion Metals Corp. 	2017-09-18	0.0
0.39	0.39	0.39	0.39	0.39	1000	0.31	0.14	0.11	0.1	200.0	100.0	50.0	EPIC	"Leviathan Cannabis Group Inc.
"	2018-04-16	800.0
1.4	1.4	1.26	1.3	1.3	133153	1.21	0.33	0.21	0.15	37410.6	65015.3	67163.1	LXX	"Lexaria Bioscience Corp.
"	2009-10-28	95742.4
0.14	0.15	0.14	0.14	0.14	10000	-0.0	0.13	0.13	0.12	8519.8	22447.8	15636.15	LNB	Lexington Biosciences Inc. 	2017-05-09	1480.2
1.04	1.05	1.0	1.02	1.02	640409	-31.38	25.52	26.2	26.3	128870.4	64630.3	32620.2	LHS	"Liberty Health Sciences Inc.
"	2017-07-26	511538.6
0.11	0.12	0.11	0.11	0.11	131920	0.08	0.05	0.04	0.03	86146.2	102616.4	83976.4	LIB	"Liberty Leaf Holdings Ltd.
"	2016-10-21	45773.8
0.33	0.34	0.31	0.31	0.31	285316	0.15	0.19	0.18	0.12	57063.2	28531.6	14665.8	LDS	Lifestyle Delivery Systems Inc. 	2015-05-06	228252.8
0.17	0.17	0.17	0.17	0.17	0	0.16	0.04	0.02	0.01	0.0	0.0	0.0	LLT	"Litelink Technologies Inc.
"	2018-08-21	0.0
0.0	0.04	0.04	0.04	0.04	0	0.0	0.04	0.04	0.04	0.0	0.0	49240.0	LOTO	LottoGopher Holdings Inc.	2017-05-23	0.0
0.28	0.3	0.28	0.3	0.3	401963	0.24	0.11	0.11	0.13	81792.6	41396.3	23373.15	J	Lotus Ventures Inc.  	2014-12-08	320170.4
0.07	0.07	0.07	0.07	0.07	0	0.0	0.07	0.07	0.07	0.0	5000.0	15000.0	MPV	M.P.V. Explorations Inc.	2018-05-03	0.0
0.12	0.12	0.12	0.12	0.12	0	0.0	0.12	0.11	0.1	57482.0	50946.0	31048.0	MDD	"Mag One Products Inc.
"	2015-05-28	-57482.0
0.04	0.04	0.04	0.04	0.04	30112	-0.65	0.57	0.63	0.69	15991.6	11145.0	5886.1	MKNA	Makena Resources Inc.	2017-09-14	14120.4
0.33	0.33	0.28	0.3	0.3	794487	-0.03	0.36	0.36	0.3	1240738.8	1627983.9	1749692.55	MDM	Marapharm Ventures Inc	2015-05-08	-446251.8
0.97	1.09	0.97	1.09	1.09	893661	0.12	0.98	0.98	1.05	665883.4	799809.7	958212.45	WAYL	"Maricann Group Inc
"	2018-09-25	227777.6
0.11	0.12	0.1	0.11	0.11	794300	0.01	0.1	0.1	0.1	491952.0	478790.1	389257.05	MMJ	"Matica Enterprise Inc.
"	2014-07-04	302348.0
0.14	0.14	0.12	0.12	0.12	14000	0.11	0.04	0.03	0.02	254800.0	127400.0	63749.95	MVT	Maxtech Ventures Inc. 	2013-07-02	-240800.0
0.02	0.02	0.02	0.02	0.02	0	0.01	0.01	0.01	0.01	1800.0	900.0	450.0	MCL	McLaren Resources Inc.	2007-09-11	-1800.0
0.06	0.06	0.06	0.06	0.06	0	0.0	0.06	0.06	0.06	0.0	0.0	0.0	MEC	"ME Resources Corp.
"	2011-09-06	0.0
0.04	0.04	0.04	0.04	0.04	37000	-0.55	0.42	0.45	0.45	12475.0	10688.8	7405.65	MAY	Meadow Bay Gold Corporation	2018-03-02	24525.0
4.64	4.78	4.56	4.65	4.65	606873	0.48	4.45	3.98	3.57	121409.2	60942.1	30669.35	MMEN	MedMen Enterprises Inc. Class B	2018-05-29	485463.8
0.16	0.16	0.16	0.16	0.16	500	-0.02	0.18	0.21	0.29	2322.2	1661.1	913.9	NSAU	"MegumaGold Corp.
"	2018-06-04	-1822.2
0.02	0.02	0.02	0.02	0.02	0	-0.03	0.04	0.04	0.05	34616.6	57532.3	33422.25	MYR	Meryllion Resources Corporation	2015-05-15	-34616.6
0.3	0.3	0.3	0.3	0.3	0	-0.4	0.62	0.67	0.68	0.0	4100.0	2752.5	MMI	"Metalo Manufacturing Inc.
"	2015-12-16	0.0
0.44	0.47	0.44	0.44	0.44	262540	0.16	0.31	0.3	0.29	57808.0	32304.0	16535.2	XMG	MGX Minerals Inc. 	2014-10-07	204732.0
0.07	0.07	0.06	0.06	0.06	59000	-0.64	0.54	0.61	0.67	22270.0	14805.0	22333.0	MRM	Micromem Technologies Inc. 	2009-01-21	36730.0
0.3	0.31	0.3	0.3	0.3	46760	0.29	0.07	0.04	0.04	13352.0	11588.5	7625.5	MWM	"Micron Waste Technologies Inc.
"	2017-10-26	33408.0
0.25	0.25	0.25	0.25	0.25	10000	0.0	0.25	0.25	0.24	8000.0	11870.0	23655.0	STV	Midnight Star Ventures Corp. 	2015-08-04	2000.0
0.06	0.06	0.06	0.06	0.06	0	0.01	0.05	0.05	0.06	62440.6	62470.3	62847.65	MIRL	Minera IRL Limited 	2017-02-03	-62440.6
0.41	0.46	0.41	0.45	0.45	48875	0.09	0.39	0.35	0.32	248293.4	202669.9	149899.7	MONT	Miramont Resources Corp.	2017-03-27	-199418.4
0.02	0.02	0.02	0.02	0.02	0	-0.03	0.05	0.04	0.04	2400.0	4237.5	4250.0	MIS	"Mistango River Resources Inc.
"	2011-03-21	-2400.0
0.08	0.08	0.08	0.08	0.08	0	0.0	0.08	0.08	0.08	0.0	0.0	0.0	MOG	MOAG Copper Gold Resources Inc. 	2012-01-09	0.0
0.05	0.06	0.05	0.06	0.06	7700	-0.01	0.06	0.05	0.05	2940.0	46570.0	61607.5	MY	Montego Resources Inc.	2015-02-13	4760.0
0.95	0.97	0.93	0.94	0.94	867051	0.76	0.34	0.21	0.14	180390.2	98595.1	49747.55	MPX	"MPX Bioceutical Corporation
"	2017-11-06	686660.8
0.61	0.61	0.59	0.6	0.6	163731	0.56	0.15	0.09	0.07	111546.2	102373.1	100771.55	MYM	"MYM Nutraceuticals Inc.
"	2014-09-19	52184.8
0.24	0.24	0.24	0.24	0.24	7790	0.12	0.14	0.13	0.13	2955.2	7389.9	10998.6	NSHS	NanoSphere Health Sciences Inc.	2017-12-05	4834.8
0.06	0.06	0.06	0.06	0.06	0	0.0	0.06	0.06	0.06	0.0	0.0	0.0	NVG	Nass Valley Gateway Ltd.	2007-03-09	0.0
0.3	0.3	0.3	0.3	0.3	0	-1.7	1.66	1.48	1.99	10.6	65.4	161.95	SUV	Navis Resources Corp	2013-12-27	-10.6
0.74	0.75	0.67	0.7	0.7	15505	-0.04	0.72	0.8	0.84	18095.0	30335.4	30341.55	NC	NetCents Technology Inc. 	2016-03-09	-2590.0
0.11	0.12	0.1	0.11	0.11	549200	0.01	0.11	0.11	0.11	516079.0	536913.7	805823.5	NETC	"Netcoins Holdings Inc.
"	2018-08-30	33121.0
0.06	0.07	0.06	0.07	0.07	1231727	-0.03	0.09	0.1	0.11	246345.4	123822.7	63486.35	NF	New Age Farm Inc. 	2014-08-18	985381.6
0.17	0.17	0.17	0.17	0.17	0	0.0	0.17	0.17	0.17	0.0	0.0	0.0	NJMC	New Jersey Mining Company 	2018-06-19	0.0
0.04	0.04	0.04	0.04	0.04	28000	-0.34	0.31	0.35	0.39	11333.6	28552.2	17732.05	NTM	"New Tech Lithium Corp.
"	2018-01-22	16666.4
0.03	0.03	0.03	0.03	0.03	1000	-0.03	0.05	0.06	0.05	600.0	5100.0	31750.0	LUX	Newlox Gold Ventures Corp.	2012-10-17	400.0
0.09	0.09	0.09	0.09	0.09	0	0.0	0.09	0.09	0.09	0.0	0.0	600.0	NXU	Nexco Resources Inc.	2017-05-04	0.0
0.36	0.51	0.36	0.49	0.49	1339148	0.16	0.36	0.33	0.35	454118.6	497689.7	314169.45	NGW	Next Green Wave Holdings Inc.	2018-10-10	885029.4
0.35	0.35	0.35	0.35	0.35	0	0.25	0.15	0.13	0.11	0.0	0.0	1180.45	NOM	"Norsemont Capital Inc.
"	2016-02-16	0.0
0.26	0.28	0.26	0.27	0.27	124166	0.02	0.25	0.23	0.22	92376.6	86409.3	105306.95	NBUD	North Bud Farms Inc	2018-09-20	31789.4
0.04	0.05	0.04	0.05	0.05	46000	-0.35	0.29	0.24	0.22	11560.0	5805.0	2902.5	NSM	"Northern Sphere Mining Corp. 
"	2015-08-24	34440.0
0.21	0.21	0.21	0.21	0.21	0	0.0	0.21	0.21	0.21	0.0	0.0	0.0	NVS	"Novicius Corp.
"	2016-11-18	0.0
0.06	0.07	0.05	0.06	0.06	822590	0.01	0.06	0.06	0.05	271058.0	244139.0	234164.5	NUR	Nuran Wireless Inc. 	2015-09-22	551532.0
0.28	0.31	0.28	0.29	0.29	816360	0.01	0.27	0.22	0.2	2611291.2	1651149.5	1129485.7	EAT	"Nutritional High International Inc.
"	2015-03-23	-1794931.2
0.2	0.2	0.18	0.2	0.2	40000	-0.13	0.3	0.32	0.32	8000.0	4000.0	2000.0	OWLI	"One World Lithium Inc.
"	2018-01-19	32000.0
0.02	0.02	0.02	0.02	0.02	0	0.0	0.02	0.02	0.02	13200.0	76600.0	51800.0	OPC	"Organic Potash Corporation
"	2012-10-01	-13200.0
0.0	1.0	1.0	1.0	1.0	0	0.0	1.0	1.0	1.02	0.0	0.0	15.0	URG	Oriental Non-Ferrous Resources Development Inc. 	2016-03-18	0.0
0.45	0.45	0.45	0.45	0.45	0	0.0	0.45	0.44	0.4	2720.0	1860.0	2760.25	ORI	Orion Nutraceuticals Inc.	2018-10-17	-2720.0
0.23	0.23	0.23	0.23	0.23	2000	-0.0	0.24	0.25	0.25	4400.0	141560.0	80845.0	ORTH	Ortho Regenerative Technologies Inc. 	2017-10-10	-2400.0
0.14	0.15	0.12	0.12	0.12	127500	0.06	0.08	0.07	0.07	25500.0	12750.0	6825.0	BOLT	Pacific Rim Cobalt Corp. 	2017-10-24	102000.0
0.23	0.26	0.23	0.24	0.24	325590	0.22	0.07	0.05	0.04	65118.0	32559.0	16279.5	PKG	"ParcelPal Technology Inc.
"	2016-03-22	260472.0
8.85	8.85	8.85	8.85	8.85	0	0.0	8.85	8.85	8.85	0.0	0.0	0.0	PRL	Park Lawn Company Limited	2004-01-02	0.0
0.08	0.08	0.08	0.08	0.08	0	-0.03	0.11	0.11	0.11	18600.0	29300.0	40175.0	PSE	"Pasinex Resources Limited
"	2012-03-30	-18600.0
0.1	0.1	0.1	0.1	0.1	0	0.0	0.1	0.1	0.09	0.0	0.0	0.0	PGOL	Patriot Gold Corp.	2017-05-10	0.0
0.03	0.04	0.02	0.03	0.03	1627700	0.02	0.02	0.02	0.02	485643.8	426196.9	396547.25	PKK	Peak Positioning Technologies Inc. 	2015-10-23	1142056.2
0.14	0.14	0.13	0.13	0.13	14500	-0.01	0.13	0.12	0.12	13760.0	33725.0	53836.6	BEAN	Peekaboo Beans Inc. 	2018-09-04	740.0
0.1	0.1	0.1	0.1	0.1	30000	0.06	0.05	0.05	0.05	6000.0	4904.8	7057.4	PMC	"Peloton Minerals Corporation
"	2016-07-18	24000.0
0.2	0.2	0.19	0.19	0.19	23865	0.01	0.18	0.17	0.19	15156.0	19200.0	25034.8	OIL	Permex Petroleum Corporation	2018-05-15	8709.0
0.59	0.59	0.57	0.59	0.59	29748	0.0	0.58	0.57	0.62	57806.2	82686.8	107926.25	VIDA	Phivida Holdings Inc.	2017-12-19	-28058.2
0.1	0.1	0.1	0.1	0.1	0	0.0	0.1	0.1	0.12	6900.0	5250.0	3925.0	PIVT	Pivit Exploration Inc. 	2018-05-09	-6900.0
0.34	0.34	0.28	0.3	0.3	35248	0.01	0.28	0.29	0.32	32799.6	31689.1	50928.0	PVOT	Pivot Pharmaceuticals Inc.	2017-12-19	2448.4
0.18	0.18	0.18	0.18	0.18	0	0.1	0.1	0.09	0.08	102.0	1527.0	1211.7	NPT	Plaintree Systems Inc.	2008-09-24	-102.0
1.46	1.6	1.46	1.5	1.5	220655	0.03	1.48	1.4	1.4	179133.2	187816.8	305612.45	PLTH	Planet 13 Holdings Inc.	2018-06-21	41521.8
0.04	0.05	0.04	0.04	0.04	98515	0.04	0.01	0.01	0.01	96503.0	165018.2	161324.1	PTX	Platinex Incorporation	2017-03-20	2012.0
0.02	0.03	0.02	0.02	0.02	68571	-0.0	0.03	0.03	0.03	13714.2	17212.1	15518.55	PDTI	"Preferred Dental Technologies Inc.
"	2017-12-21	54856.8
0.81	0.85	0.79	0.84	0.84	215843	0.04	0.87	0.88	0.9	124915.0	118126.4	188393.35	PHGI	Premier Health Group Inc. 	2017-11-29	90928.0
0.07	0.07	0.06	0.06	0.06	1205350	-0.01	0.06	0.05	0.05	1455394.8	1345281.4	1028325.55	PREV	"PreveCeutical Medical Inc.
"	2017-07-14	-250044.8
0.02	0.04	0.02	0.04	0.04	231000	0.02	0.03	0.02	0.03	49200.0	133300.0	75300.0	PRIM	"Primary Energy Metals Inc.
"	2018-09-04	181800.0
0.1	0.1	0.1	0.1	0.1	60000	0.0	0.12	0.14	0.16	20533.2	26495.6	22246.3	PAU	Provenance Gold Corp. 	2017-10-12	39466.8
0.7	0.7	0.7	0.7	0.7	0	0.6	0.22	0.16	0.13	0.0	0.0	50.0	PDO	PUDO Inc. 	2015-07-28	0.0
0.34	0.34	0.16	0.34	0.34	22180	0.0	0.29	0.27	0.27	39793.6	27971.8	23273.35	PUF	PUF Ventures Inc	2014-06-19	-17613.6
1.89	1.89	1.84	1.84	1.84	2800	-0.06	1.87	1.8	1.69	1400.0	915.0	7139.9	PUSH	"Pushfor Investments Inc.
"	2018-10-16	1400.0
0.14	0.17	0.14	0.17	0.17	185690	0.03	0.14	0.13	0.14	166150.0	176308.6	128032.1	QCC	"Quadron Cannatech Corporation
"	2017-02-24	19540.0
0.06	0.06	0.06	0.06	0.06	18000	-0.94	0.81	0.91	0.95	3670.0	2145.0	1098.0	QBOT	"Quantum Cobalt Corp.
"	2017-11-07	14330.0
0.24	0.24	0.22	0.24	0.24	533365	0.11	0.17	0.16	0.15	111673.0	64756.5	34903.25	QCA	Quinsam Capital Corporation	2007-12-10	421692.0
0.12	0.12	0.12	0.12	0.12	16000	0.0	0.12	0.13	0.14	24700.0	28155.1	27926.4	QQ	Quizam Media Corp.	2018-07-12	-8700.0
0.09	0.09	0.09	0.09	0.09	0	0.0	0.08	0.07	0.08	3920.0	5960.0	4705.0	QMI	Qwick Media Inc. 	2015-03-20	-3920.0
0.0	0.0	0.0	0.0	0.0	0	-0.04	0.03	0.04	0.04	70415.0	35207.5	33838.05	RGO	"Range Energy Resources Inc.
"	2011-11-17	-70415.0
0.55	0.59	0.55	0.56	0.56	262277	0.56	0.12	0.06	0.03	52455.4	26227.7	13113.85	RQB	"Ravenquest BioMed Inc.
"	2017-10-04	209821.6
0.06	0.06	0.06	0.06	0.06	0	0.0	0.06	0.06	0.06	0.0	0.0	150.0	RZR	Razore Rock Resources Inc.	2011-02-14	0.0
0.27	0.27	0.27	0.27	0.27	11000	0.21	0.1	0.07	0.06	2484.4	1265.9	632.95	LOAN	"Redfund Capital Corp.
"	2018-08-14	8515.6
0.23	0.23	0.21	0.22	0.22	46500	-0.07	0.26	0.27	0.3	12914.2	137613.1	119459.1	RELA	"Relay Medical Corp.
"	2018-07-09	33585.8
0.04	0.04	0.04	0.04	0.04	458000	0.02	0.02	0.02	0.02	91600.0	109800.0	56450.0	RFR	Renforth Resources Inc.	2009-09-14	366400.0
0.03	0.03	0.03	0.03	0.03	0	0.0	0.03	0.03	0.02	1623.0	87721.3	74177.65	REO	Reservoir Capital Corp.	2018-09-28	-1623.0
0.1	0.1	0.1	0.1	0.1	0	0.0	0.1	0.1	0.1	360.0	279.7	1778.25	RIN	Resinco Capital Partners Inc.	2018-05-28	-360.0
0.09	0.09	0.09	0.09	0.09	16057	0.04	0.06	0.06	0.07	3211.4	7505.7	3752.85	RVR	Rift Valley Resources Corp. 	2013-08-28	12845.6
0.08	0.08	0.08	0.08	0.08	30875	0.01	0.08	0.08	0.08	201193.8	220253.4	491554.5	RISE	"Rise Gold Corp.
"	2017-04-07	-170318.8
0.2	0.22	0.2	0.21	0.21	75000	-6.42	5.27	5.58	4.86	16059.2	11139.6	7570.1	RLSC	"RISE Life Science Corp.
"	2018-03-14	58940.8
0.55	0.55	0.55	0.55	0.55	0	0.55	0.11	0.06	0.03	0.0	0.0	0.0	RWI	River Wild Exploration Inc. 	2013-02-27	0.0
1.35	1.35	1.35	1.35	1.35	0	0.0	1.35	1.38	1.38	2340.0	1300.0	1587.5	RIW	RIWI Corp. 	2015-08-31	-2340.0
1.5	1.5	1.5	1.5	1.5	0	0.0	1.51	1.31	1.22	11658.0	6389.0	6302.0	RMMI	RMMI Corp.	2018-09-25	-11658.0
0.04	0.04	0.04	0.04	0.04	0	0.0	0.04	0.04	0.05	0.0	0.0	0.0	RZX	"Robix Environmental Technologies, Inc.
"	2013-09-26	0.0
0.08	0.08	0.08	0.08	0.08	0	0.02	0.06	0.06	0.04	0.0	600.0	2100.0	RXM	Rockex Mining Corporation 	2013-11-29	0.0
0.1	0.1	0.1	0.1	0.1	17500	0.04	0.07	0.07	0.07	3500.0	2270.0	3860.0	RKS	"Rockshield Capital Corp.
"	2014-05-30	14000.0
1.8	2.0	1.7	1.7	1.7	6091	-0.09	1.83	1.77	1.83	6138.2	15861.1	14083.8	ROMJ	Rubicon Organics Inc.	2018-10-10	-47.2
0.42	0.42	0.42	0.42	0.42	0	0.0	0.42	0.42	0.42	0.0	0.0	0.0	SV	Sante Veritas Holdings Inc. 	2018-05-10	0.0
0.21	0.21	0.21	0.21	0.21	0	0.0	0.21	0.28	0.36	600.4	26913.7	14229.55	SBD	SBD Capital Corp.	2018-02-02	-600.4
3.24	3.26	3.06	3.17	3.17	73222	-0.03	3.27	3.72	4.08	256684.4	327991.7	547439.95	SCYB	Scythian Biosciences Corp.	2018-08-15	-183462.4
0.4	0.44	0.4	0.44	0.44	14000	-0.07	0.49	0.49	0.48	6500.0	9530.6	6300.3	SHV	"Seahawk Ventures Inc.
"	2016-03-01	7500.0
0.02	0.02	0.02	0.02	0.02	215000	0.02	0.01	0.01	0.01	43000.0	21500.0	32500.0	SRS	Shamrock Enterprises Inc.	2010-11-10	172000.0
0.29	0.29	0.29	0.29	0.29	0	-0.06	0.34	0.38	0.39	5428.6	7285.8	8571.45	SHRC	"Sharc International Systems Inc.
"	2017-09-11	-5428.6
0.03	0.03	0.03	0.03	0.03	19000	-0.1	0.13	0.14	0.16	13504.0	10930.0	14333.4	SHP	Shoal Point Energy Ltd.	2010-11-23	5496.0
0.09	0.09	0.09	0.09	0.09	0	0.0	0.09	0.09	0.09	0.0	800.0	1350.0	SP	Silver Phoenix Resources Inc.	2009-04-08	0.0
0.12	0.12	0.12	0.12	0.12	0	0.0	0.13	0.11	0.1	3180.0	6590.0	27195.0	SIG	Sitka Gold Corp.	2018-01-31	-3180.0
0.06	0.07	0.06	0.07	0.07	71000	0.01	0.06	0.06	0.06	17600.0	16090.0	45999.4	SXTY	Sixty North Gold Mining Ltd. 	2018-04-19	53400.0
0.26	0.26	0.26	0.26	0.26	0	0.0	0.25	0.24	0.22	61434.8	32847.4	21638.1	SONA	Sona Nanotech Inc.	2018-10-04	-61434.8
0.4	0.46	0.4	0.46	0.46	72600	0.4	0.14	0.1	0.08	14520.2	7263.6	3646.3	EASY	"SpeakEasy Cannabis Club Ltd.
"	2018-04-04	58079.8
0.02	0.03	0.02	0.03	0.03	92240	0.0	0.03	0.03	0.03	134208.0	131458.4	567584.0	SPMT	Spearmint Resources Inc.	2018-10-01	-41968.0
0.06	0.06	0.06	0.06	0.06	0	0.0	0.06	0.07	0.07	0.0	5700.0	67725.0	SPEY	Spey Resources Corp. 	2018-08-24	0.0
0.1	0.1	0.1	0.1	0.1	11000	-0.8	0.74	0.82	0.86	2300.0	1150.0	575.0	SPO	"SponsorsOne Inc.
"	2013-12-23	8700.0
0.4	0.45	0.4	0.45	0.45	624556	0.06	0.41	0.4	0.41	416684.4	330152.7	483984.65	SPR	"Sproutly Canada Inc.
"	2018-07-09	207871.6
0.1	0.1	0.1	0.1	0.1	0	0.0	0.1	0.1	0.1	0.0	150.0	75.0	SQX	Squatex Energy and Ressources Inc.	2017-04-04	0.0
0.22	0.23	0.22	0.23	0.23	30800	0.01	0.22	0.22	0.25	41488.2	71275.0	71579.9	SQR	Squire Mining Ltd. 	2015-06-16	-10688.2
0.06	0.06	0.06	0.06	0.06	217500	0.02	0.05	0.05	0.05	587014.8	315557.4	218031.3	SNA	Star Navigation Systems Group LTD	2017-04-07	-369514.8
1.49	1.49	1.49	1.49	1.49	0	-0.11	1.35	1.24	1.0	4300.0	7820.0	4960.0	STX	"Starrex International Ltd.
"	2013-12-10	-4300.0
0.02	0.03	0.02	0.03	0.03	9000	0.0	0.03	0.02	0.02	21600.0	125365.2	111963.3	JOB	StartMonday Technology Corp. 	2016-10-24	-12600.0
2.7	2.7	2.64	2.7	2.7	4000	-0.1	2.79	2.76	2.77	3298.6	2293.9	1478.8	STEM	Stem Holdings Inc.	2018-07-16	701.4
0.15	0.18	0.14	0.16	0.16	1656506	0.14	0.05	0.03	0.03	331301.2	221150.6	166721.4	SX	"St-Georges Eco-Mining Corp.
"	2017-12-22	1325204.8
0.04	0.04	0.04	0.04	0.04	15000	0.02	0.03	0.02	0.02	3000.0	1500.0	4350.0	SAAS	"Subscribe Technologies Inc.
"	2017-01-11	12000.0
4.4	4.65	4.11	4.57	4.57	215705	0.63	3.77	3.39	3.32	136051.2	106012.6	113196.25	SNN	Sunniva Inc.	2018-01-10	79653.8
0.02	0.02	0.02	0.02	0.02	99000	0.0	0.02	0.02	0.02	41200.0	229843.0	129046.5	ABJ	"Supreme Metals Corp.
"	2016-12-28	57800.0
